DATAFLOW,LAST UPDATE,freq,unit,coicop,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-08,93.06,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-09,103.74,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-10,105.70,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-11,105.61,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2013-12,104.65,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-01,91.59,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-02,92.67,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-03,103.67,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-04,105.55,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-05,105.27,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-06,104.06,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-07,92.02,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-08,93.59,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-09,104.00,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-10,105.43,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-11,105.73,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2014-12,104.73,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-01,91.85,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-02,92.63,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-03,103.45,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-04,105.38,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-05,105.21,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-06,103.87,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-07,92.59,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-08,93.80,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-09,103.82,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-10,105.86,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-11,105.95,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2015-12,104.52,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-01,92.23,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-02,93.02,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-03,103.66,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-04,105.66,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-05,105.62,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-06,103.97,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-07,92.54,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-08,93.36,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-09,103.82,
ESTAT:PRC_HICP_MIDX(1.0),02/03/22 11:00:00,M,I05,CP03,EU28,2016-10,105.89,
